TicketID;FechaApertura;FechaCierre;Cantidad;NombreCategoria;NombreCliente;TiempoMaximoRespuesta;Tarifa;Estado;Tecnico;PrecioxHora;CategoriaProfesional;Prioridad
4680;15/11/2021;;3;Redes;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Media
4734;4/2/2021;;3;Redes;Servicios Globales;36;184;Abierto;Carlos Gómez;60;Senior;Urgente
4772;18/1/2021;;3;Hardware;Servicios Globales;36;184;Cerrado;Carlos Gómez;60;Senior;Media
5080;21/10/2021;;3;Seguridad;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Urgente
5202;23/4/2021;;3;Hardware;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Urgente
5231;6/9/2021;;3;Seguridad;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Urgente
5459;24/1/2021;;3;Hardware;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Baja
5461;24/7/2021;;3;Hardware;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Urgente
5714;17/6/2021;;3;Seguridad;Inteligencia de Datos;72;107;Abierto;Carlos Gómez;60;Senior;Urgente
5715;22/11/2021;;3;Hardware;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Baja
5737;9/9/2021;;3;Redes;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Urgente
6093;11/1/2021;;3;Seguridad;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Baja
6129;29/8/2021;;3;Software;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Media
6178;4/3/2021;;3;Seguridad;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Media
6292;8/1/2021;;3;Software;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Urgente
6324;22/2/2021;;3;Hardware;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Baja
6671;15/8/2021;;3;Redes;Sistemas Ecológicos;24;189;Cerrado;Carlos Gómez;60;Senior;Baja
6726;19/10/2021;;3;Software;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Media
6766;2/9/2021;;3;Redes;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Alta
6770;3/4/2021;;3;Seguridad;Servicios Globales;36;184;Cerrado;Carlos Gómez;60;Senior;Baja
7046;3/4/2021;;3;Seguridad;Inteligencia de Datos;72;107;Abierto;Carlos Gómez;60;Senior;Urgente
7051;30/12/2021;;3;Hardware;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Baja
7384;9/9/2021;;3;Software;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Urgente
7463;16/1/2021;;3;Redes;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Urgente
8028;16/5/2021;;3;Hardware;Innovaciones Creativas;48;108;Abierto;Carlos Gómez;60;Senior;Baja
8081;20/5/2021;;3;Software;Servicios Globales;36;184;Cerrado;Carlos Gómez;60;Senior;Alta
8120;31/1/2021;;3;Hardware;Servicios Globales;36;184;En Progreso;Carlos Gómez;60;Senior;Media
8291;29/7/2021;;3;Redes;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Urgente
8361;1/1/2021;;3;Hardware;Redes Seguras;48;172;En Progreso;Carlos Gómez;60;Senior;Alta
8522;2/9/2021;;3;Seguridad;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Baja
9081;17/9/2021;;3;Redes;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Media
9256;13/11/2021;;3;Hardware;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Urgente
9288;17/8/2021;;3;Seguridad;Redes Seguras;48;172;En Progreso;Carlos Gómez;60;Senior;Alta
9333;13/6/2021;;3;Software;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Media
9450;1/7/2021;;3;Seguridad;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Urgente
9522;25/10/2021;;3;Redes;Visión Futurista;72;145;Cerrado;Carlos Gómez;60;Senior;Media
9528;9/8/2021;;3;Seguridad;Inteligencia de Datos;72;107;Abierto;Carlos Gómez;60;Senior;Alta
9709;9/12/2021;;3;Hardware;Inteligencia de Datos;72;107;En Progreso;Carlos Gómez;60;Senior;Baja
9870;22/5/2021;;3;Redes;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Media
77;5/2/2021;;5;Seguridad;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Alta
165;7/10/2021;;1;Hardware;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Baja
243;3/5/2021;;4;Software;Servicios Globales;36;184;En Progreso;Carlos Gómez;60;Senior;Media
273;7/2/2021;;5;Software;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Baja
306;4/4/2021;;1;Redes;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Baja
308;14/4/2021;;5;Hardware;Inteligencia de Datos;72;107;En Progreso;Carlos Gómez;60;Senior;Media
329;30/6/2021;;4;Software;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Urgente
336;21/4/2021;;2;Seguridad;Servicios Globales;36;184;Cerrado;Carlos Gómez;60;Senior;Urgente
386;15/11/2021;;2;Redes;Sostenibilidad y Progreso;48;191;Cerrado;Carlos Gómez;60;Senior;Baja
398;27/12/2021;;4;Software;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Media
434;27/9/2021;;4;Hardware;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Media
478;28/3/2021;;2;Software;Soluciones Tecnológicas;24;115;Abierto;Carlos Gómez;60;Senior;Alta
556;24/10/2021;;2;Hardware;Inteligencia de Datos;72;107;En Progreso;Carlos Gómez;60;Senior;Urgente
633;25/5/2021;;1;Seguridad;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Urgente
646;14/12/2021;;5;Redes;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Baja
709;6/11/2021;;1;Seguridad;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Baja
906;18/4/2021;;2;Software;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Alta
949;14/9/2021;;5;Seguridad;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Urgente
963;23/10/2021;;2;Hardware;Servicios Globales;36;184;En Progreso;Carlos Gómez;60;Senior;Media
1058;23/8/2021;;4;Software;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Alta
1068;28/7/2021;;2;Seguridad;Soluciones Tecnológicas;24;115;Abierto;Carlos Gómez;60;Senior;Media
1333;23/9/2021;;4;Hardware;Inteligencia de Datos;72;107;Abierto;Carlos Gómez;60;Senior;Media
1351;27/10/2021;;4;Seguridad;Sistemas Ecológicos;24;189;Cerrado;Carlos Gómez;60;Senior;Alta
1374;7/10/2021;;2;Redes;Soluciones Tecnológicas;24;115;Abierto;Carlos Gómez;60;Senior;Baja
1399;6/11/2021;;1;Hardware;Sostenibilidad y Progreso;48;191;En Progreso;Carlos Gómez;60;Senior;Baja
1408;14/9/2021;;1;Hardware;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Urgente
1409;25/10/2021;;2;Seguridad;Servicios Globales;36;184;Abierto;Carlos Gómez;60;Senior;Baja
1440;7/6/2021;;2;Software;Innovaciones Creativas;48;108;Abierto;Carlos Gómez;60;Senior;Urgente
1478;16/8/2021;;5;Hardware;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Alta
1542;30/7/2021;;4;Hardware;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Media
1550;7/3/2021;;1;Hardware;Soluciones Tecnológicas;24;115;Abierto;Carlos Gómez;60;Senior;Urgente
1589;27/12/2021;;2;Redes;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Media
1646;28/11/2021;;5;Hardware;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Baja
1658;24/7/2021;;5;Redes;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Baja
1789;5/3/2021;;1;Seguridad;Innovaciones Creativas;48;108;Abierto;Carlos Gómez;60;Senior;Alta
2010;14/8/2021;;1;Software;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Alta
2083;30/10/2021;;4;Redes;Servicios Globales;36;184;Abierto;Carlos Gómez;60;Senior;Urgente
2185;10/9/2021;;1;Redes;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Media
2226;20/3/2021;;5;Hardware;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Baja
2249;6/8/2021;;1;Hardware;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Media
2251;20/12/2021;;1;Hardware;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Urgente
2273;22/9/2021;;1;Hardware;Soluciones Tecnológicas;24;115;Cerrado;Carlos Gómez;60;Senior;Baja
2278;22/2/2021;;4;Hardware;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Media
2418;2/2/2021;;5;Seguridad;Soluciones Tecnológicas;24;115;Cerrado;Carlos Gómez;60;Senior;Baja
2525;7/5/2021;;5;Redes;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Baja
2535;29/1/2021;;2;Hardware;Soluciones Tecnológicas;24;115;Cerrado;Carlos Gómez;60;Senior;Urgente
2540;24/5/2021;;5;Redes;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Media
2595;25/10/2021;;4;Software;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Baja
2603;2/2/2021;;2;Seguridad;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Urgente
2618;2/1/2021;;4;Software;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Urgente
2641;8/1/2021;;5;Hardware;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Alta
2671;11/5/2021;;5;Seguridad;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Urgente
2707;29/5/2021;;2;Software;Visión Futurista;72;145;Cerrado;Carlos Gómez;60;Senior;Baja
2781;30/5/2021;;5;Software;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Media
2873;16/11/2021;;2;Software;Servicios Globales;36;184;Abierto;Carlos Gómez;60;Senior;Baja
2895;4/8/2021;;4;Seguridad;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Baja
2927;28/2/2021;;1;Seguridad;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Urgente
2983;19/9/2021;;1;Redes;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Alta
3013;20/4/2021;;5;Seguridad;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Alta
3018;20/7/2021;;5;Seguridad;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Alta
3036;30/4/2021;;4;Software;Sostenibilidad y Progreso;48;191;Cerrado;Carlos Gómez;60;Senior;Media
3050;27/6/2021;;2;Software;Sistemas Ecológicos;24;189;Cerrado;Carlos Gómez;60;Senior;Baja
3097;29/6/2021;;1;Redes;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Urgente
3186;1/2/2021;;4;Software;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Alta
3213;21/4/2021;;1;Seguridad;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Alta
3221;22/10/2021;;1;Software;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Media
3247;27/8/2021;;1;Hardware;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Urgente
3294;7/2/2021;;5;Seguridad;Servicios Globales;36;184;Cerrado;Carlos Gómez;60;Senior;Baja
3299;4/12/2021;;2;Software;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Baja
3312;31/1/2021;;5;Software;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Alta
3321;6/8/2021;;2;Software;Servicios Globales;36;184;Cerrado;Carlos Gómez;60;Senior;Baja
3346;16/8/2021;;1;Redes;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Baja
3454;23/3/2021;;1;Hardware;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Media
3524;18/10/2021;;4;Hardware;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Alta
3534;20/4/2021;;4;Redes;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Baja
3607;8/10/2021;;5;Redes;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Urgente
3659;23/9/2021;;1;Software;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Media
3691;3/12/2021;;2;Seguridad;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Urgente
3717;29/10/2021;;4;Redes;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Baja
3730;21/11/2021;;1;Redes;Servicios Globales;36;184;Abierto;Carlos Gómez;60;Senior;Baja
3802;11/7/2021;;5;Software;Sistemas Ecológicos;24;189;Cerrado;Carlos Gómez;60;Senior;Urgente
3926;14/12/2021;;1;Redes;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Media
3961;11/9/2021;;1;Hardware;Servicios Globales;36;184;Cerrado;Carlos Gómez;60;Senior;Alta
4014;27/8/2021;;1;Hardware;Visión Futurista;72;145;Cerrado;Carlos Gómez;60;Senior;Alta
4017;7/2/2021;;4;Software;Visión Futurista;72;145;Cerrado;Carlos Gómez;60;Senior;Urgente
4101;3/8/2021;;5;Software;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Alta
4125;2/12/2021;;2;Seguridad;Soluciones Tecnológicas;24;115;Abierto;Carlos Gómez;60;Senior;Media
4140;22/10/2021;;5;Seguridad;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Baja
4236;3/3/2021;;4;Seguridad;Servicios Globales;36;184;En Progreso;Carlos Gómez;60;Senior;Urgente
4264;22/7/2021;;2;Seguridad;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Urgente
4438;25/8/2021;;2;Software;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Media
4461;10/11/2021;;2;Hardware;Redes Seguras;48;172;Cerrado;Carlos Gómez;60;Senior;Baja
4557;19/8/2021;;1;Redes;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Media
4574;25/9/2021;;4;Software;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Media
4845;22/5/2021;;5;Seguridad;Inteligencia de Datos;72;107;Abierto;Carlos Gómez;60;Senior;Alta
4919;15/10/2021;;2;Hardware;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Baja
5006;17/7/2021;;2;Software;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Urgente
5067;13/6/2021;;5;Software;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Media
5125;20/12/2021;;4;Hardware;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Urgente
5186;12/5/2021;;5;Redes;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Urgente
5243;7/5/2021;;5;Seguridad;Redes Seguras;48;172;Cerrado;Carlos Gómez;60;Senior;Urgente
5297;1/1/2021;;5;Hardware;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Media
5362;16/9/2021;;4;Seguridad;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Media
5485;15/1/2021;;2;Seguridad;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Urgente
5521;5/1/2021;;4;Hardware;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Media
5542;11/9/2021;;1;Software;Redes Seguras;48;172;Abierto;Carlos Gómez;60;Senior;Alta
5557;22/3/2021;;1;Hardware;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Urgente
5654;3/12/2021;;1;Redes;Visión Futurista;72;145;Cerrado;Carlos Gómez;60;Senior;Media
5708;15/4/2021;;4;Redes;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Urgente
5731;29/9/2021;;1;Software;Redes Seguras;48;172;En Progreso;Carlos Gómez;60;Senior;Urgente
5742;22/4/2021;;4;Redes;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Alta
5786;13/2/2021;;1;Redes;Redes Seguras;48;172;Cerrado;Carlos Gómez;60;Senior;Baja
5800;17/10/2021;;5;Seguridad;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Media
5883;29/11/2021;;4;Hardware;Creatividad y Desarrollo;24;158;Abierto;Carlos Gómez;60;Senior;Media
5895;11/11/2021;;4;Redes;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Urgente
5897;9/5/2021;;4;Software;Sistemas Ecológicos;24;189;Abierto;Carlos Gómez;60;Senior;Alta
5936;2/9/2021;;2;Redes;Soluciones Tecnológicas;24;115;Abierto;Carlos Gómez;60;Senior;Urgente
6067;25/1/2021;;2;Hardware;Sostenibilidad y Progreso;48;191;Cerrado;Carlos Gómez;60;Senior;Alta
6073;27/5/2021;;4;Hardware;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Baja
6079;2/3/2021;;2;Seguridad;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Alta
6095;22/5/2021;;1;Seguridad;Inteligencia de Datos;72;107;En Progreso;Carlos Gómez;60;Senior;Alta
6160;27/8/2021;;2;Software;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Media
6167;17/5/2021;;1;Redes;Inteligencia de Datos;72;107;En Progreso;Carlos Gómez;60;Senior;Alta
6199;11/8/2021;;2;Software;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Urgente
6204;3/6/2021;;5;Redes;Redes Seguras;48;172;En Progreso;Carlos Gómez;60;Senior;Alta
6334;24/10/2021;;5;Seguridad;Sostenibilidad y Progreso;48;191;En Progreso;Carlos Gómez;60;Senior;Media
6353;12/11/2021;;1;Seguridad;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Alta
6500;16/8/2021;;2;Software;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Media
6555;18/11/2021;;2;Redes;Avances Continuos;36;130;Cerrado;Carlos Gómez;60;Senior;Baja
6695;27/5/2021;;4;Software;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Alta
6716;24/11/2021;;4;Hardware;Sostenibilidad y Progreso;48;191;En Progreso;Carlos Gómez;60;Senior;Baja
6723;1/3/2021;;2;Seguridad;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Baja
6729;13/5/2021;;4;Redes;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Baja
6738;14/4/2021;;4;Software;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Media
6783;1/2/2021;;4;Software;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Urgente
6784;15/4/2021;;4;Redes;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Urgente
6824;20/10/2021;;4;Redes;Sostenibilidad y Progreso;48;191;Cerrado;Carlos Gómez;60;Senior;Baja
6956;25/11/2021;;2;Redes;Innovaciones Creativas;48;108;Abierto;Carlos Gómez;60;Senior;Baja
6962;10/5/2021;;5;Seguridad;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Alta
6987;21/6/2021;;1;Hardware;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Baja
6995;25/3/2021;;1;Seguridad;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Baja
7004;20/7/2021;;1;Redes;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Alta
7099;18/7/2021;;2;Seguridad;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Urgente
7118;12/6/2021;;4;Redes;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Baja
7167;13/10/2021;;5;Hardware;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Media
7239;30/3/2021;;5;Hardware;Sostenibilidad y Progreso;48;191;En Progreso;Carlos Gómez;60;Senior;Media
7245;17/11/2021;;4;Redes;Redes Seguras;48;172;Cerrado;Carlos Gómez;60;Senior;Urgente
7269;8/6/2021;;2;Redes;Sostenibilidad y Progreso;48;191;Cerrado;Carlos Gómez;60;Senior;Urgente
7349;10/5/2021;;4;Software;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Alta
7373;7/6/2021;;5;Software;Servicios Globales;36;184;Abierto;Carlos Gómez;60;Senior;Alta
7432;9/3/2021;;1;Hardware;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Baja
7475;27/11/2021;;5;Redes;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Baja
7494;8/12/2021;;5;Seguridad;Creatividad y Desarrollo;24;158;En Progreso;Carlos Gómez;60;Senior;Urgente
7509;6/2/2021;;2;Hardware;Redes Seguras;48;172;En Progreso;Carlos Gómez;60;Senior;Baja
7551;23/4/2021;;1;Redes;Soluciones Tecnológicas;24;115;Abierto;Carlos Gómez;60;Senior;Urgente
7634;4/3/2021;;5;Software;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Urgente
7638;28/12/2021;;4;Redes;Visión Futurista;72;145;Abierto;Carlos Gómez;60;Senior;Media
7714;7/2/2021;;5;Hardware;Redes Seguras;48;172;Cerrado;Carlos Gómez;60;Senior;Urgente
7745;17/5/2021;;4;Redes;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Media
7809;17/6/2021;;5;Seguridad;Avances Continuos;36;130;En Progreso;Carlos Gómez;60;Senior;Media
7832;31/5/2021;;4;Software;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Media
7850;8/4/2021;;2;Hardware;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Alta
7852;11/12/2021;;1;Hardware;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Alta
8089;19/6/2021;;1;Software;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Baja
8108;19/6/2021;;4;Software;Inteligencia de Datos;72;107;En Progreso;Carlos Gómez;60;Senior;Media
8139;30/3/2021;;2;Software;Sostenibilidad y Progreso;48;191;Abierto;Carlos Gómez;60;Senior;Urgente
8153;17/8/2021;;4;Seguridad;Innovaciones Creativas;48;108;Cerrado;Carlos Gómez;60;Senior;Baja
8263;10/10/2021;;1;Software;Creatividad y Desarrollo;24;158;Cerrado;Carlos Gómez;60;Senior;Baja
8321;6/6/2021;;4;Redes;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Urgente
8325;19/8/2021;;5;Redes;Soluciones Tecnológicas;24;115;En Progreso;Carlos Gómez;60;Senior;Media
8335;25/6/2021;;1;Redes;Redes Seguras;48;172;Cerrado;Carlos Gómez;60;Senior;Baja
8449;22/12/2021;;4;Hardware;Avances Continuos;36;130;Abierto;Carlos Gómez;60;Senior;Urgente
8571;17/11/2021;;1;Seguridad;Inteligencia de Datos;72;107;En Progreso;Carlos Gómez;60;Senior;Alta
8583;22/5/2021;;1;Seguridad;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Urgente
8601;30/11/2021;;4;Redes;Innovaciones Creativas;48;108;En Progreso;Carlos Gómez;60;Senior;Alta
8602;21/5/2021;;4;Software;Inteligencia de Datos;72;107;Cerrado;Carlos Gómez;60;Senior;Urgente
8800;18/12/2021;;2;Software;Sistemas Ecológicos;24;189;En Progreso;Carlos Gómez;60;Senior;Alta
8945;19/3/2021;;5;Seguridad;Visión Futurista;72;145;En Progreso;Carlos Gómez;60;Senior;Alta
8946;14/9/2021;;1;Hardware;Inteligencia de Datos;72;107;Abierto;Carlos Gómez;60;Senior;Baja
