TicketID;FechaApertura;FechaCierre;Cantidad;NombreCategoria;NombreCliente;TiempoMaximoRespuesta;Tarifa;Estado;Tecnico;PrecioxHora;CategoriaProfesional;Prioridad
3778;10/6/2020;;1;Hardware;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Alta
3797;27/4/2020;;1;Hardware;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Media
3942;28/9/2020;;3;Hardware;Sistemas Ecológicos;24;136;En Progreso;Carlos Gómez;60;Senior;Media
4310;7/4/2020;;2;Software;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Media
4537;17/9/2020;;2;Software;Creatividad y Desarrollo;24;152;En Progreso;Carlos Gómez;60;Senior;Urgente
4622;31/10/2020;;2;Redes;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Baja
4812;25/2/2020;;2;Software;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Alta
4813;31/12/2020;;2;Seguridad;Sostenibilidad y Progreso;48;162;En Progreso;Carlos Gómez;60;Senior;Urgente
4824;27/1/2020;;3;Hardware;Soluciones Tecnológicas;24;149;En Progreso;Carlos Gómez;60;Senior;Baja
4854;23/4/2020;;1;Software;Sostenibilidad y Progreso;48;162;En Progreso;Carlos Gómez;60;Senior;Alta
4912;11/7/2020;;5;Seguridad;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Baja
5033;14/6/2020;;5;Seguridad;Creatividad y Desarrollo;24;152;En Progreso;Carlos Gómez;60;Senior;Urgente
5037;31/1/2020;;3;Seguridad;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Baja
5208;3/11/2020;;3;Software;Sistemas Ecológicos;24;136;En Progreso;Carlos Gómez;60;Senior;Urgente
5230;18/5/2020;;2;Hardware;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Media
5273;3/11/2020;;2;Seguridad;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Media
5614;25/4/2020;;3;Seguridad;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Alta
5713;8/8/2020;;4;Software;Sostenibilidad y Progreso;48;162;En Progreso;Carlos Gómez;60;Senior;Media
5839;16/11/2020;;2;Software;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Baja
5900;18/4/2020;;5;Seguridad;Inteligencia de Datos;72;154;En Progreso;Carlos Gómez;60;Senior;Media
5946;29/1/2020;;3;Redes;Soluciones Tecnológicas;24;149;En Progreso;Carlos Gómez;60;Senior;Media
6111;17/4/2020;;4;Seguridad;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Baja
6271;27/5/2020;;4;Software;Innovaciones Creativas;48;158;En Progreso;Carlos Gómez;60;Senior;Media
6344;8/11/2020;;3;Hardware;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Alta
6392;9/12/2020;;2;Redes;Soluciones Tecnológicas;24;149;En Progreso;Carlos Gómez;60;Senior;Baja
6510;23/5/2020;;5;Seguridad;Creatividad y Desarrollo;24;152;En Progreso;Carlos Gómez;60;Senior;Media
6540;11/10/2020;;5;Redes;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Baja
6598;25/4/2020;;3;Software;Innovaciones Creativas;48;158;En Progreso;Carlos Gómez;60;Senior;Baja
6861;3/7/2020;;3;Hardware;Inteligencia de Datos;72;154;En Progreso;Carlos Gómez;60;Senior;Alta
6869;19/3/2020;;3;Seguridad;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Media
6884;26/9/2020;;4;Hardware;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Urgente
6966;13/3/2020;;5;Seguridad;Sistemas Ecológicos;24;136;En Progreso;Carlos Gómez;60;Senior;Media
7186;23/8/2020;;2;Seguridad;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Urgente
7259;8/12/2020;;4;Software;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Baja
7400;2/11/2020;;3;Seguridad;Soluciones Tecnológicas;24;149;En Progreso;Carlos Gómez;60;Senior;Media
7462;3/9/2020;;5;Hardware;Sostenibilidad y Progreso;48;162;En Progreso;Carlos Gómez;60;Senior;Media
7620;9/10/2020;;5;Hardware;Inteligencia de Datos;72;154;En Progreso;Carlos Gómez;60;Senior;Media
7640;14/7/2020;;4;Hardware;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Urgente
7882;16/1/2020;;5;Seguridad;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Alta
7917;27/6/2020;;4;Software;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Alta
7926;6/4/2020;;3;Redes;Visión Futurista;72;163;En Progreso;Carlos Gómez;60;Senior;Media
7962;7/7/2020;;5;Hardware;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Urgente
8002;3/6/2020;;3;Hardware;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Alta
8044;14/1/2020;;4;Hardware;Sistemas Ecológicos;24;136;En Progreso;Carlos Gómez;60;Senior;Urgente
8062;9/10/2020;;1;Seguridad;Inteligencia de Datos;72;154;En Progreso;Carlos Gómez;60;Senior;Baja
8112;30/8/2020;;1;Redes;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Media
8147;25/2/2020;;5;Redes;Soluciones Tecnológicas;24;149;En Progreso;Carlos Gómez;60;Senior;Urgente
8185;24/6/2020;;4;Redes;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Baja
8195;29/7/2020;;5;Seguridad;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Media
8286;6/11/2020;;4;Hardware;Inteligencia de Datos;72;154;En Progreso;Carlos Gómez;60;Senior;Baja
8295;17/12/2020;;5;Software;Sostenibilidad y Progreso;48;162;En Progreso;Carlos Gómez;60;Senior;Alta
8358;15/6/2020;;4;Redes;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Alta
8373;25/9/2020;;3;Software;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Media
8608;1/8/2020;;1;Redes;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Urgente
8745;31/8/2020;;2;Seguridad;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Urgente
8811;9/8/2020;;2;Redes;Inteligencia de Datos;72;154;En Progreso;Carlos Gómez;60;Senior;Baja
8907;21/6/2020;;1;Seguridad;Creatividad y Desarrollo;24;152;En Progreso;Carlos Gómez;60;Senior;Urgente
8914;30/11/2020;;3;Seguridad;Creatividad y Desarrollo;24;152;En Progreso;Carlos Gómez;60;Senior;Urgente
8926;4/12/2020;;4;Software;Innovaciones Creativas;48;158;En Progreso;Carlos Gómez;60;Senior;Alta
8962;24/10/2020;;2;Hardware;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Baja
8975;31/5/2020;;4;Software;Sistemas Ecológicos;24;136;En Progreso;Carlos Gómez;60;Senior;Urgente
9082;10/10/2020;;2;Seguridad;Avances Continuos;36;189;En Progreso;Carlos Gómez;60;Senior;Baja
9289;16/8/2020;;2;Hardware;Inteligencia de Datos;72;154;En Progreso;Carlos Gómez;60;Senior;Media
9419;21/12/2020;;4;Seguridad;Innovaciones Creativas;48;158;En Progreso;Carlos Gómez;60;Senior;Urgente
9430;13/5/2020;;4;Seguridad;Redes Seguras;48;117;En Progreso;Carlos Gómez;60;Senior;Urgente
9431;16/11/2020;;4;Software;Servicios Globales;36;127;En Progreso;Carlos Gómez;60;Senior;Media
9567;5/12/2020;;4;Hardware;Sistemas Ecológicos;24;136;En Progreso;Carlos Gómez;60;Senior;Urgente
9575;25/5/2020;;1;Software;Innovaciones Creativas;48;158;En Progreso;Carlos Gómez;60;Senior;Urgente
9877;17/3/2020;;4;Seguridad;Sostenibilidad y Progreso;48;162;En Progreso;Carlos Gómez;60;Senior;Media
49;15/6/2020;;4;Redes;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Alta
185;13/11/2020;;5;Software;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Alta
254;23/5/2020;;1;Redes;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Alta
359;7/5/2020;;5;Hardware;Sistemas Ecológicos;24;136;Cerrado;Carlos Gómez;60;Senior;Baja
481;5/8/2020;;1;Software;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Urgente
1007;22/4/2020;;5;Hardware;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Baja
1090;5/6/2020;;3;Redes;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Urgente
1097;15/10/2020;;2;Hardware;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Urgente
1202;25/1/2020;;1;Seguridad;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Alta
1208;3/3/2020;;5;Seguridad;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Alta
1549;19/10/2020;;1;Seguridad;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Baja
1559;5/7/2020;;5;Hardware;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Alta
1580;13/8/2020;;5;Hardware;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Alta
1598;3/8/2020;;3;Redes;Sistemas Ecológicos;24;136;Cerrado;Carlos Gómez;60;Senior;Urgente
1743;29/1/2020;;3;Hardware;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Alta
1931;2/4/2020;;2;Redes;Inteligencia de Datos;72;154;Cerrado;Carlos Gómez;60;Senior;Media
1968;21/1/2020;;1;Software;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Urgente
2149;17/10/2020;;3;Seguridad;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Media
2150;11/4/2020;;4;Software;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Baja
2303;14/10/2020;;5;Seguridad;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Media
2346;6/11/2020;;3;Redes;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Media
2635;8/7/2020;;3;Redes;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Alta
2685;21/7/2020;;4;Software;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Alta
2875;6/7/2020;;4;Hardware;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Media
2957;7/4/2020;;1;Seguridad;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Baja
2967;30/8/2020;;5;Hardware;Sistemas Ecológicos;24;136;Cerrado;Carlos Gómez;60;Senior;Media
3074;21/9/2020;;4;Hardware;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Urgente
3130;9/7/2020;;2;Seguridad;Innovaciones Creativas;48;158;Cerrado;Carlos Gómez;60;Senior;Media
3156;21/5/2020;;4;Seguridad;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Alta
3217;24/9/2020;;5;Seguridad;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Alta
3357;14/4/2020;;2;Redes;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Alta
3377;24/9/2020;;5;Software;Creatividad y Desarrollo;24;152;Cerrado;Carlos Gómez;60;Senior;Alta
3387;10/8/2020;;3;Seguridad;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Alta
3419;7/1/2020;;3;Software;Creatividad y Desarrollo;24;152;Cerrado;Carlos Gómez;60;Senior;Alta
3673;31/1/2020;;2;Hardware;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Media
3821;17/8/2020;;4;Redes;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Baja
3940;19/2/2020;;2;Hardware;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Media
4015;22/11/2020;;4;Redes;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Urgente
4195;23/6/2020;;3;Hardware;Innovaciones Creativas;48;158;Cerrado;Carlos Gómez;60;Senior;Media
4335;13/3/2020;;3;Software;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Baja
4898;3/10/2020;;5;Redes;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Baja
5001;19/2/2020;;2;Software;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Baja
5296;16/5/2020;;5;Software;Innovaciones Creativas;48;158;Cerrado;Carlos Gómez;60;Senior;Media
5338;8/5/2020;;4;Hardware;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Baja
5349;20/10/2020;;2;Hardware;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Media
5416;20/4/2020;;5;Redes;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Alta
5443;12/3/2020;;1;Software;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Media
5463;25/5/2020;;5;Hardware;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Media
5517;19/7/2020;;2;Software;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Media
5667;30/3/2020;;4;Hardware;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Media
5758;16/1/2020;;4;Hardware;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Media
5963;6/7/2020;;2;Hardware;Sistemas Ecológicos;24;136;Cerrado;Carlos Gómez;60;Senior;Media
5977;16/5/2020;;5;Software;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Urgente
6015;27/4/2020;;2;Software;Creatividad y Desarrollo;24;152;Cerrado;Carlos Gómez;60;Senior;Baja
6017;16/9/2020;;5;Hardware;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Alta
6083;11/3/2020;;1;Hardware;Sistemas Ecológicos;24;136;Cerrado;Carlos Gómez;60;Senior;Urgente
6188;2/5/2020;;3;Software;Inteligencia de Datos;72;154;Cerrado;Carlos Gómez;60;Senior;Urgente
6240;13/5/2020;;5;Hardware;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Alta
6302;16/3/2020;;1;Redes;Innovaciones Creativas;48;158;Cerrado;Carlos Gómez;60;Senior;Alta
6418;17/2/2020;;5;Software;Creatividad y Desarrollo;24;152;Cerrado;Carlos Gómez;60;Senior;Media
6425;30/9/2020;;1;Hardware;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Alta
6527;19/8/2020;;2;Hardware;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Media
6544;26/11/2020;;3;Seguridad;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Baja
6556;21/1/2020;;2;Redes;Inteligencia de Datos;72;154;Cerrado;Carlos Gómez;60;Senior;Media
6852;27/1/2020;;1;Hardware;Inteligencia de Datos;72;154;Cerrado;Carlos Gómez;60;Senior;Media
6924;10/4/2020;;3;Hardware;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Alta
6925;24/6/2020;;2;Redes;Sistemas Ecológicos;24;136;Cerrado;Carlos Gómez;60;Senior;Alta
7281;19/5/2020;;1;Redes;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Alta
7363;1/12/2020;;4;Seguridad;Sistemas Ecológicos;24;136;Cerrado;Carlos Gómez;60;Senior;Baja
7514;2/3/2020;;1;Hardware;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Baja
7527;24/2/2020;;1;Hardware;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Urgente
7618;24/11/2020;;1;Seguridad;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Alta
7650;9/12/2020;;5;Seguridad;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Alta
7702;15/6/2020;;3;Hardware;Avances Continuos;36;189;Cerrado;Carlos Gómez;60;Senior;Media
8051;3/8/2020;;3;Seguridad;Creatividad y Desarrollo;24;152;Cerrado;Carlos Gómez;60;Senior;Alta
8162;8/3/2020;;3;Software;Soluciones Tecnológicas;24;149;Cerrado;Carlos Gómez;60;Senior;Urgente
8399;10/3/2020;;1;Hardware;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Alta
8690;13/8/2020;;5;Seguridad;Innovaciones Creativas;48;158;Cerrado;Carlos Gómez;60;Senior;Baja
8723;26/3/2020;;2;Hardware;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Media
8750;28/2/2020;;1;Hardware;Creatividad y Desarrollo;24;152;Cerrado;Carlos Gómez;60;Senior;Baja
8826;16/8/2020;;2;Hardware;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Urgente
8852;6/10/2020;;5;Seguridad;Servicios Globales;36;127;Cerrado;Carlos Gómez;60;Senior;Urgente
9022;25/6/2020;;2;Seguridad;Redes Seguras;48;117;Cerrado;Carlos Gómez;60;Senior;Baja
9190;8/2/2020;;5;Hardware;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Baja
9439;20/2/2020;;1;Redes;Sostenibilidad y Progreso;48;162;Cerrado;Carlos Gómez;60;Senior;Media
9610;20/7/2020;;4;Redes;Innovaciones Creativas;48;158;Cerrado;Carlos Gómez;60;Senior;Media
9733;1/1/2020;;4;Seguridad;Visión Futurista;72;163;Cerrado;Carlos Gómez;60;Senior;Alta
9885;28/3/2020;;5;Hardware;Innovaciones Creativas;48;158;Cerrado;Carlos Gómez;60;Senior;Alta
240;26/5/2020;;1;Hardware;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Baja
1396;28/5/2020;;2;Hardware;Soluciones Tecnológicas;24;149;Abierto;Carlos Gómez;60;Senior;Baja
1407;24/2/2020;;3;Seguridad;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Alta
1985;13/11/2020;;2;Redes;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Alta
2042;28/4/2020;;2;Seguridad;Inteligencia de Datos;72;154;Abierto;Carlos Gómez;60;Senior;Urgente
2095;23/4/2020;;5;Redes;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Media
2309;18/12/2020;;3;Software;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Baja
2323;28/5/2020;;5;Redes;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Urgente
2528;21/6/2020;;4;Redes;Redes Seguras;48;117;Abierto;Carlos Gómez;60;Senior;Media
2537;3/11/2020;;2;Software;Soluciones Tecnológicas;24;149;Abierto;Carlos Gómez;60;Senior;Alta
2549;21/1/2020;;3;Software;Redes Seguras;48;117;Abierto;Carlos Gómez;60;Senior;Alta
2710;23/1/2020;;2;Hardware;Avances Continuos;36;189;Abierto;Carlos Gómez;60;Senior;Alta
2720;27/12/2020;;1;Seguridad;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Alta
3204;9/8/2020;;5;Hardware;Sistemas Ecológicos;24;136;Abierto;Carlos Gómez;60;Senior;Media
3205;10/2/2020;;4;Redes;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Baja
3304;20/8/2020;;2;Hardware;Avances Continuos;36;189;Abierto;Carlos Gómez;60;Senior;Alta
3362;28/7/2020;;3;Hardware;Innovaciones Creativas;48;158;Abierto;Carlos Gómez;60;Senior;Media
3375;14/9/2020;;5;Software;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Alta
3485;30/12/2020;;2;Seguridad;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Media
3620;13/9/2020;;4;Software;Inteligencia de Datos;72;154;Abierto;Carlos Gómez;60;Senior;Media
3760;14/8/2020;;1;Software;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Baja
3849;26/11/2020;;1;Software;Avances Continuos;36;189;Abierto;Carlos Gómez;60;Senior;Alta
4022;30/9/2020;;3;Hardware;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Baja
4042;19/12/2020;;5;Seguridad;Avances Continuos;36;189;Abierto;Carlos Gómez;60;Senior;Baja
4130;24/7/2020;;4;Hardware;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Baja
4158;1/6/2020;;5;Software;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Alta
4191;1/9/2020;;4;Hardware;Avances Continuos;36;189;Abierto;Carlos Gómez;60;Senior;Media
4341;9/4/2020;;4;Redes;Innovaciones Creativas;48;158;Abierto;Carlos Gómez;60;Senior;Urgente
4495;29/8/2020;;2;Software;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Alta
4589;28/12/2020;;1;Hardware;Servicios Globales;36;127;Abierto;Carlos Gómez;60;Senior;Media
4607;23/7/2020;;3;Redes;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Urgente
4866;4/12/2020;;1;Software;Servicios Globales;36;127;Abierto;Carlos Gómez;60;Senior;Media
4870;19/1/2020;;4;Seguridad;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Urgente
5039;11/1/2020;;5;Software;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Alta
5133;3/7/2020;;5;Redes;Redes Seguras;48;117;Abierto;Carlos Gómez;60;Senior;Media
5222;12/3/2020;;2;Redes;Creatividad y Desarrollo;24;152;Abierto;Carlos Gómez;60;Senior;Media
5226;16/4/2020;;5;Redes;Soluciones Tecnológicas;24;149;Abierto;Carlos Gómez;60;Senior;Alta
5259;29/9/2020;;1;Seguridad;Soluciones Tecnológicas;24;149;Abierto;Carlos Gómez;60;Senior;Media
5386;6/11/2020;;5;Seguridad;Redes Seguras;48;117;Abierto;Carlos Gómez;60;Senior;Media
5585;22/4/2020;;4;Redes;Servicios Globales;36;127;Abierto;Carlos Gómez;60;Senior;Urgente
5752;5/7/2020;;2;Software;Visión Futurista;72;163;Abierto;Carlos Gómez;60;Senior;Urgente
5755;12/7/2020;;5;Redes;Soluciones Tecnológicas;24;149;Abierto;Carlos Gómez;60;Senior;Alta
5815;29/10/2020;;5;Seguridad;Innovaciones Creativas;48;158;Abierto;Carlos Gómez;60;Senior;Alta
5864;5/2/2020;;3;Software;Redes Seguras;48;117;Abierto;Carlos Gómez;60;Senior;Media
6118;13/9/2020;;4;Software;Visión Futurista;72;163;Abierto;Carlos Gómez;60;Senior;Baja
6207;23/6/2020;;3;Seguridad;Innovaciones Creativas;48;158;Abierto;Carlos Gómez;60;Senior;Urgente
6222;13/8/2020;;4;Seguridad;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Baja
6433;9/7/2020;;5;Hardware;Inteligencia de Datos;72;154;Abierto;Carlos Gómez;60;Senior;Baja
6633;29/11/2020;;5;Software;Redes Seguras;48;117;Abierto;Carlos Gómez;60;Senior;Urgente
6894;5/5/2020;;5;Software;Sostenibilidad y Progreso;48;162;Abierto;Carlos Gómez;60;Senior;Media
7010;28/10/2020;;5;Redes;Servicios Globales;36;127;Abierto;Carlos Gómez;60;Senior;Media
7045;8/3/2020;;2;Hardware;Avances Continuos;36;189;Abierto;Carlos Gómez;60;Senior;Media
