TicketID;FechaApertura;FechaCierre;Cantidad;NombreCategoria;NombreCliente;TiempoMaximoRespuesta;Tarifa;Estado;Tecnico;PrecioxHora;CategoriaProfesional;Prioridad
3383;2023-05-21;;4;Hardware;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Alta
3390;2023-12-02;;2;Hardware;Soluciones Tecnológicas;24;188;En Progreso;Sofía Navarro;70;Senior;Urgente
3391;2023-08-10;;3;Redes;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Media
3396;2023-12-23;;3;Hardware;Sistemas Ecológicos;24;147;En Progreso;Sofía Navarro;70;Senior;Baja
3413;2023-02-15;;2;Hardware;Avances Continuos;36;187;En Progreso;Sofía Navarro;70;Senior;Media
3654;2023-08-06;;1;Redes;Innovaciones Creativas;48;138;En Progreso;Sofía Navarro;70;Senior;Urgente
3671;2023-07-28;;4;Software;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Alta
3705;2023-03-23;;3;Seguridad;Innovaciones Creativas;48;138;En Progreso;Sofía Navarro;70;Senior;Baja
3753;2023-01-29;;3;Redes;Visión Futurista;72;176;En Progreso;Sofía Navarro;70;Senior;Media
3773;2023-04-04;;4;Hardware;Redes Seguras;48;132;En Progreso;Sofía Navarro;70;Senior;Alta
4123;2023-09-28;;1;Redes;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Alta
4163;2023-04-29;;3;Software;Soluciones Tecnológicas;24;188;En Progreso;Sofía Navarro;70;Senior;Urgente
4194;2023-01-04;;5;Seguridad;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Urgente
4555;2023-11-25;;1;Seguridad;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Media
4591;2023-04-13;;4;Redes;Visión Futurista;72;176;En Progreso;Sofía Navarro;70;Senior;Alta
4860;2023-10-10;;4;Hardware;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Alta
4923;2023-02-09;;5;Seguridad;Avances Continuos;36;187;En Progreso;Sofía Navarro;70;Senior;Alta
5030;2023-01-14;;5;Software;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Media
5031;2023-05-31;;5;Redes;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Alta
5055;2023-06-24;;1;Hardware;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Alta
5509;2023-05-02;;2;Hardware;Visión Futurista;72;176;En Progreso;Sofía Navarro;70;Senior;Urgente
5525;2023-08-29;;2;Redes;Inteligencia de Datos;72;163;En Progreso;Sofía Navarro;70;Senior;Baja
5563;2023-11-12;;2;Software;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Alta
5801;2023-09-01;;2;Software;Visión Futurista;72;176;En Progreso;Sofía Navarro;70;Senior;Baja
5894;2023-11-25;;2;Redes;Sistemas Ecológicos;24;147;En Progreso;Sofía Navarro;70;Senior;Media
5952;2023-10-19;;4;Software;Sistemas Ecológicos;24;147;En Progreso;Sofía Navarro;70;Senior;Media
6062;2023-07-25;;1;Hardware;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Media
6497;2023-10-30;;3;Redes;Soluciones Tecnológicas;24;188;En Progreso;Sofía Navarro;70;Senior;Media
6599;2023-07-17;;2;Hardware;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Baja
6771;2023-05-20;;1;Seguridad;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Alta
6911;2023-08-08;;3;Seguridad;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Alta
7049;2023-08-02;;5;Redes;Inteligencia de Datos;72;163;En Progreso;Sofía Navarro;70;Senior;Alta
7314;2023-01-16;;4;Seguridad;Sistemas Ecológicos;24;147;En Progreso;Sofía Navarro;70;Senior;Urgente
7497;2023-06-23;;1;Software;Redes Seguras;48;132;En Progreso;Sofía Navarro;70;Senior;Baja
7744;2023-06-29;;3;Redes;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Media
7796;2023-03-10;;4;Seguridad;Avances Continuos;36;187;En Progreso;Sofía Navarro;70;Senior;Alta
7889;2023-10-30;;5;Redes;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Alta
8122;2023-01-03;;4;Hardware;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Baja
8300;2023-09-15;;5;Software;Inteligencia de Datos;72;163;En Progreso;Sofía Navarro;70;Senior;Alta
8322;2023-10-09;;1;Software;Innovaciones Creativas;48;138;En Progreso;Sofía Navarro;70;Senior;Baja
8341;2023-07-23;;5;Hardware;Avances Continuos;36;187;En Progreso;Sofía Navarro;70;Senior;Media
8439;2023-10-27;;2;Redes;Inteligencia de Datos;72;163;En Progreso;Sofía Navarro;70;Senior;Urgente
8486;2023-09-08;;1;Seguridad;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Baja
8534;2023-11-01;;2;Hardware;Soluciones Tecnológicas;24;188;En Progreso;Sofía Navarro;70;Senior;Alta
8599;2023-11-08;;1;Hardware;Sistemas Ecológicos;24;147;En Progreso;Sofía Navarro;70;Senior;Urgente
8622;2023-06-04;;4;Software;Innovaciones Creativas;48;138;En Progreso;Sofía Navarro;70;Senior;Alta
8902;2023-08-20;;1;Redes;Soluciones Tecnológicas;24;188;En Progreso;Sofía Navarro;70;Senior;Baja
8948;2023-06-13;;5;Software;Redes Seguras;48;132;En Progreso;Sofía Navarro;70;Senior;Media
8993;2023-03-30;;2;Hardware;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Media
9080;2023-01-21;;5;Hardware;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Alta
9164;2023-06-26;;3;Seguridad;Innovaciones Creativas;48;138;En Progreso;Sofía Navarro;70;Senior;Alta
9376;2023-09-29;;1;Seguridad;Sostenibilidad y Progreso;48;199;En Progreso;Sofía Navarro;70;Senior;Media
9521;2023-05-16;;3;Hardware;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Urgente
9647;2023-08-03;;1;Software;Visión Futurista;72;176;En Progreso;Sofía Navarro;70;Senior;Media
9688;2023-03-02;;1;Software;Servicios Globales;36;106;En Progreso;Sofía Navarro;70;Senior;Alta
9716;2023-03-01;;3;Software;Inteligencia de Datos;72;163;En Progreso;Sofía Navarro;70;Senior;Alta
9830;2023-08-26;;3;Hardware;Sistemas Ecológicos;24;147;En Progreso;Sofía Navarro;70;Senior;Baja
9974;2023-08-08;;2;Redes;Creatividad y Desarrollo;24;116;En Progreso;Sofía Navarro;70;Senior;Baja
14;2023-01-28;;3;Hardware;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Urgente
317;2023-07-30;;4;Seguridad;Sistemas Ecológicos;24;147;Abierto;Sofía Navarro;70;Senior;Media
333;2023-04-10;;2;Redes;Sistemas Ecológicos;24;147;Abierto;Sofía Navarro;70;Senior;Alta
334;2023-05-28;;4;Seguridad;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Urgente
468;2023-01-14;;5;Seguridad;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Alta
587;2023-01-27;;5;Software;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Media
619;2023-04-06;;5;Hardware;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Alta
628;2023-12-16;;4;Hardware;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Media
637;2023-03-01;;5;Seguridad;Inteligencia de Datos;72;163;Abierto;Sofía Navarro;70;Senior;Urgente
640;2023-12-09;;1;Software;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Baja
685;2023-11-26;;1;Seguridad;Soluciones Tecnológicas;24;188;Abierto;Sofía Navarro;70;Senior;Alta
956;2023-07-29;;5;Redes;Redes Seguras;48;132;Abierto;Sofía Navarro;70;Senior;Media
1050;2023-04-03;;4;Hardware;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Baja
1105;2023-03-28;;3;Seguridad;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Baja
1306;2023-08-01;;3;Software;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Baja
1314;2023-11-10;;1;Seguridad;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Alta
1345;2023-10-14;;2;Seguridad;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Alta
1579;2023-02-04;;1;Software;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Baja
1634;2023-09-01;;2;Software;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Media
2124;2023-09-09;;5;Redes;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Baja
2276;2023-12-26;;3;Software;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Alta
2393;2023-05-04;;2;Seguridad;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Urgente
2705;2023-10-08;;4;Redes;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Alta
3139;2023-08-18;;4;Redes;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Media
3291;2023-04-28;;5;Software;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Media
3337;2023-09-28;;5;Software;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Media
3446;2023-10-31;;4;Redes;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Baja
3631;2023-10-13;;3;Seguridad;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Media
3632;2023-01-03;;5;Software;Sistemas Ecológicos;24;147;Abierto;Sofía Navarro;70;Senior;Urgente
3678;2023-01-02;;2;Seguridad;Avances Continuos;36;187;Abierto;Sofía Navarro;70;Senior;Urgente
3777;2023-04-11;;1;Software;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Baja
3812;2023-04-20;;5;Software;Sistemas Ecológicos;24;147;Abierto;Sofía Navarro;70;Senior;Baja
3819;2023-04-26;;4;Seguridad;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Urgente
3960;2023-07-07;;1;Seguridad;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Urgente
3972;2023-06-24;;5;Seguridad;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Media
4008;2023-07-12;;1;Software;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Alta
4134;2023-11-03;;2;Software;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Urgente
4161;2023-01-30;;4;Redes;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Baja
4284;2023-11-27;;3;Software;Avances Continuos;36;187;Abierto;Sofía Navarro;70;Senior;Urgente
4302;2023-09-03;;5;Seguridad;Inteligencia de Datos;72;163;Abierto;Sofía Navarro;70;Senior;Urgente
4306;2023-05-12;;4;Redes;Avances Continuos;36;187;Abierto;Sofía Navarro;70;Senior;Alta
4526;2023-05-21;;4;Software;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Urgente
4549;2023-06-16;;4;Hardware;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Media
4566;2023-12-08;;5;Software;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Alta
4705;2023-07-03;;3;Software;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Media
4778;2023-05-30;;4;Hardware;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Baja
4851;2023-12-09;;2;Seguridad;Redes Seguras;48;132;Abierto;Sofía Navarro;70;Senior;Media
4900;2023-09-28;;4;Seguridad;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Media
5355;2023-08-18;;1;Redes;Soluciones Tecnológicas;24;188;Abierto;Sofía Navarro;70;Senior;Alta
5750;2023-04-19;;1;Redes;Soluciones Tecnológicas;24;188;Abierto;Sofía Navarro;70;Senior;Urgente
5843;2023-11-10;;4;Hardware;Creatividad y Desarrollo;24;116;Abierto;Sofía Navarro;70;Senior;Alta
6229;2023-05-16;;5;Hardware;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Urgente
6383;2023-01-03;;2;Seguridad;Redes Seguras;48;132;Abierto;Sofía Navarro;70;Senior;Baja
6388;2023-06-02;;5;Hardware;Inteligencia de Datos;72;163;Abierto;Sofía Navarro;70;Senior;Media
6749;2023-08-14;;4;Redes;Soluciones Tecnológicas;24;188;Abierto;Sofía Navarro;70;Senior;Urgente
6750;2023-12-29;;2;Software;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Media
6815;2023-03-31;;4;Hardware;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Baja
7172;2023-08-25;;5;Seguridad;Redes Seguras;48;132;Abierto;Sofía Navarro;70;Senior;Media
7197;2023-12-16;;2;Redes;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Baja
7498;2023-01-12;;2;Seguridad;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Media
7556;2023-08-22;;2;Redes;Sistemas Ecológicos;24;147;Abierto;Sofía Navarro;70;Senior;Baja
7602;2023-05-06;;5;Software;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Media
7737;2023-02-05;;4;Hardware;Sistemas Ecológicos;24;147;Abierto;Sofía Navarro;70;Senior;Media
7765;2023-07-16;;5;Hardware;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Media
7861;2023-09-20;;1;Software;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Alta
7895;2023-04-27;;1;Software;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Media
8006;2023-05-25;;4;Software;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Baja
8113;2023-05-15;;2;Hardware;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Media
8197;2023-06-06;;3;Software;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Alta
8404;2023-07-25;;5;Seguridad;Soluciones Tecnológicas;24;188;Abierto;Sofía Navarro;70;Senior;Alta
8458;2023-11-30;;3;Redes;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Media
8595;2023-04-10;;2;Redes;Sostenibilidad y Progreso;48;199;Abierto;Sofía Navarro;70;Senior;Media
8676;2023-03-03;;3;Software;Inteligencia de Datos;72;163;Abierto;Sofía Navarro;70;Senior;Media
8831;2023-05-22;;3;Software;Redes Seguras;48;132;Abierto;Sofía Navarro;70;Senior;Media
9000;2023-02-10;;2;Hardware;Visión Futurista;72;176;Abierto;Sofía Navarro;70;Senior;Urgente
9185;2023-04-30;;5;Seguridad;Inteligencia de Datos;72;163;Abierto;Sofía Navarro;70;Senior;Alta
9296;2023-02-25;;1;Software;Soluciones Tecnológicas;24;188;Abierto;Sofía Navarro;70;Senior;Media
9398;2023-10-24;;4;Seguridad;Redes Seguras;48;132;Abierto;Sofía Navarro;70;Senior;Urgente
9513;2023-08-02;;1;Software;Sistemas Ecológicos;24;147;Abierto;Sofía Navarro;70;Senior;Alta
9549;2023-10-26;;1;Hardware;Inteligencia de Datos;72;163;Abierto;Sofía Navarro;70;Senior;Baja
9608;2023-10-18;;4;Seguridad;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Baja
9651;2023-10-04;;3;Software;Inteligencia de Datos;72;163;Abierto;Sofía Navarro;70;Senior;Baja
9802;2023-06-07;;5;Seguridad;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Media
9828;2023-07-17;;5;Software;Servicios Globales;36;106;Abierto;Sofía Navarro;70;Senior;Urgente
9832;2023-02-01;;1;Seguridad;Innovaciones Creativas;48;138;Abierto;Sofía Navarro;70;Senior;Media
60;2023-09-25;;1;Software;Sistemas Ecológicos;24;147;Cerrado;Sofía Navarro;70;Senior;Alta
146;2023-06-18;;2;Seguridad;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Baja
170;2023-10-03;;4;Software;Creatividad y Desarrollo;24;116;Cerrado;Sofía Navarro;70;Senior;Baja
445;2023-11-17;;4;Hardware;Avances Continuos;36;187;Cerrado;Sofía Navarro;70;Senior;Urgente
513;2023-12-21;;2;Seguridad;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Urgente
536;2023-05-04;;5;Software;Avances Continuos;36;187;Cerrado;Sofía Navarro;70;Senior;Alta
625;2023-05-02;;1;Seguridad;Visión Futurista;72;176;Cerrado;Sofía Navarro;70;Senior;Baja
666;2023-12-03;;5;Seguridad;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Media
794;2023-08-22;;1;Hardware;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Media
807;2023-06-06;;4;Seguridad;Redes Seguras;48;132;Cerrado;Sofía Navarro;70;Senior;Baja
813;2023-12-16;;2;Hardware;Redes Seguras;48;132;Cerrado;Sofía Navarro;70;Senior;Urgente
950;2023-10-24;;2;Software;Creatividad y Desarrollo;24;116;Cerrado;Sofía Navarro;70;Senior;Alta
999;2023-08-16;;3;Hardware;Innovaciones Creativas;48;138;Cerrado;Sofía Navarro;70;Senior;Urgente
1111;2023-03-26;;2;Redes;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Media
1153;2023-02-03;;1;Software;Sistemas Ecológicos;24;147;Cerrado;Sofía Navarro;70;Senior;Alta
1200;2023-04-20;;5;Hardware;Avances Continuos;36;187;Cerrado;Sofía Navarro;70;Senior;Baja
1217;2023-10-16;;1;Software;Visión Futurista;72;176;Cerrado;Sofía Navarro;70;Senior;Baja
1479;2023-05-31;;5;Seguridad;Innovaciones Creativas;48;138;Cerrado;Sofía Navarro;70;Senior;Baja
1602;2023-02-17;;5;Software;Creatividad y Desarrollo;24;116;Cerrado;Sofía Navarro;70;Senior;Media
1818;2023-09-29;;5;Hardware;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Baja
2494;2023-11-04;;5;Redes;Sistemas Ecológicos;24;147;Cerrado;Sofía Navarro;70;Senior;Baja
2619;2023-05-28;;4;Hardware;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Media
2673;2023-06-10;;2;Redes;Avances Continuos;36;187;Cerrado;Sofía Navarro;70;Senior;Urgente
2815;2023-04-21;;3;Software;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Baja
2874;2023-10-19;;2;Redes;Innovaciones Creativas;48;138;Cerrado;Sofía Navarro;70;Senior;Urgente
2911;2023-12-20;;5;Redes;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Urgente
3227;2023-09-09;;3;Software;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Alta
3855;2023-05-22;;2;Seguridad;Redes Seguras;48;132;Cerrado;Sofía Navarro;70;Senior;Alta
3883;2023-05-07;;4;Software;Creatividad y Desarrollo;24;116;Cerrado;Sofía Navarro;70;Senior;Baja
4071;2023-02-06;;1;Hardware;Sistemas Ecológicos;24;147;Cerrado;Sofía Navarro;70;Senior;Media
4089;2023-04-02;;3;Seguridad;Soluciones Tecnológicas;24;188;Cerrado;Sofía Navarro;70;Senior;Urgente
4096;2023-04-19;;4;Hardware;Avances Continuos;36;187;Cerrado;Sofía Navarro;70;Senior;Urgente
4129;2023-12-05;;5;Hardware;Creatividad y Desarrollo;24;116;Cerrado;Sofía Navarro;70;Senior;Media
4131;2023-04-23;;4;Software;Visión Futurista;72;176;Cerrado;Sofía Navarro;70;Senior;Baja
4249;2023-04-17;;3;Redes;Sistemas Ecológicos;24;147;Cerrado;Sofía Navarro;70;Senior;Alta
4279;2023-03-10;;4;Seguridad;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Media
4389;2023-12-03;;1;Hardware;Avances Continuos;36;187;Cerrado;Sofía Navarro;70;Senior;Baja
4715;2023-03-05;;3;Software;Avances Continuos;36;187;Cerrado;Sofía Navarro;70;Senior;Media
4819;2023-07-11;;5;Hardware;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Baja
4987;2023-08-25;;3;Software;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Alta
5111;2023-03-01;;1;Hardware;Visión Futurista;72;176;Cerrado;Sofía Navarro;70;Senior;Media
5225;2023-09-06;;3;Software;Redes Seguras;48;132;Cerrado;Sofía Navarro;70;Senior;Alta
5274;2023-08-04;;1;Redes;Creatividad y Desarrollo;24;116;Cerrado;Sofía Navarro;70;Senior;Baja
5321;2023-07-30;;1;Seguridad;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Baja
5328;2023-07-29;;5;Hardware;Soluciones Tecnológicas;24;188;Cerrado;Sofía Navarro;70;Senior;Baja
5334;2023-03-01;;3;Hardware;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Media
5350;2023-03-12;;4;Seguridad;Soluciones Tecnológicas;24;188;Cerrado;Sofía Navarro;70;Senior;Media
5672;2023-04-13;;4;Hardware;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Urgente
5716;2023-10-22;;5;Hardware;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Media
5863;2023-03-19;;2;Software;Sistemas Ecológicos;24;147;Cerrado;Sofía Navarro;70;Senior;Alta
5892;2023-03-11;;3;Hardware;Creatividad y Desarrollo;24;116;Cerrado;Sofía Navarro;70;Senior;Urgente
6059;2023-09-05;;2;Hardware;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Urgente
6647;2023-05-17;;4;Hardware;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Baja
6787;2023-02-07;;1;Software;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Alta
6811;2023-11-15;;5;Redes;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Baja
6928;2023-04-04;;4;Software;Visión Futurista;72;176;Cerrado;Sofía Navarro;70;Senior;Media
7215;2023-11-06;;1;Seguridad;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Media
7447;2023-04-08;;4;Software;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Baja
7468;2023-04-06;;3;Seguridad;Sistemas Ecológicos;24;147;Cerrado;Sofía Navarro;70;Senior;Baja
7535;2023-10-13;;1;Software;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Baja
7582;2023-11-08;;3;Seguridad;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Urgente
7677;2023-03-15;;2;Seguridad;Visión Futurista;72;176;Cerrado;Sofía Navarro;70;Senior;Media
7711;2023-03-28;;1;Software;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Baja
7965;2023-02-11;;4;Software;Sostenibilidad y Progreso;48;199;Cerrado;Sofía Navarro;70;Senior;Media
8082;2023-01-10;;4;Redes;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Media
8566;2023-08-07;;4;Seguridad;Servicios Globales;36;106;Cerrado;Sofía Navarro;70;Senior;Baja
8767;2023-01-06;;5;Software;Inteligencia de Datos;72;163;Cerrado;Sofía Navarro;70;Senior;Media
